City_ID,City,Country,Date,Lat,Lng,Description,Max Temp,Humidity,Cloudiness,Wind Speed
250,Naze,JP,2020-11-12 04:14:31,28.37,129.48,broken clouds,77.0,65,75,23.04
251,Portland,US,2020-11-12 04:13:34,45.52,-122.68,scattered clouds,43.0,81,40,3.36
252,Seddon,AU,2020-11-12 04:16:26,-37.81,144.89,scattered clouds,75.2,44,40,18.34
253,Rundu,NA,2020-11-12 04:16:26,-17.93,19.77,scattered clouds,70.66,57,37,3.38
254,Moerai,PF,2020-11-12 04:16:26,-22.43,-151.33,light rain,75.63,80,100,11.12
255,Vezirkopru,TR,2020-11-12 04:16:27,41.14,35.45,broken clouds,46.4,77,75,2.24
256,Xining,CN,2020-11-12 04:16:27,36.62,101.77,scattered clouds,46.11,46,42,1.81
257,Katsuura,JP,2020-11-12 04:12:16,35.13,140.3,broken clouds,55.0,58,75,11.41
258,Sault Sainte Marie,CA,2020-11-12 04:12:36,46.52,-84.33,clear sky,32.0,92,1,5.82
259,Osoyoos,CA,2020-11-12 04:16:28,49.03,-119.45,few clouds,32.0,86,14,1.12
260,Bahia Honda,CU,2020-11-12 04:16:28,22.9,-83.16,light rain,76.82,89,92,8.99
261,Virginia Beach,US,2020-11-12 04:16:08,36.85,-75.98,very heavy rain,73.4,94,90,6.93
262,Trincomalee,LK,2020-11-12 04:16:28,8.57,81.23,light rain,79.92,84,100,6.4
263,Clyde River,CA,2020-11-12 04:16:29,70.47,-68.59,light snow,8.6,84,20,35.57
264,Zhaotong,CN,2020-11-12 04:16:29,27.32,103.72,broken clouds,58.08,66,51,3.56
265,Port Keats,AU,2020-11-12 04:16:29,-14.25,129.55,broken clouds,92.79,53,51,9.35
266,At-Bashi,KG,2020-11-12 04:16:29,41.17,75.81,few clouds,39.7,56,13,0.94
267,Porangatu,BR,2020-11-12 04:16:30,-13.44,-49.15,clear sky,76.84,64,5,2.46
268,Beidao,CN,2020-11-12 04:16:30,34.57,105.89,broken clouds,64.35,42,82,6.46
269,Shimoda,JP,2020-11-12 04:16:30,34.67,138.95,broken clouds,55.4,66,75,18.34
270,Bengkulu,ID,2020-11-12 04:12:40,-3.8,102.27,overcast clouds,87.98,58,100,6.44
271,Ayna,PE,2020-11-12 04:16:30,-12.65,-73.92,light rain,61.93,79,99,0.29
272,Bela Vista,BR,2020-11-12 04:16:31,-22.11,-56.52,broken clouds,70.92,93,84,2.98
273,Elko,US,2020-11-12 04:16:31,41.0,-115.5,broken clouds,30.2,68,75,3.36
274,Capao Bonito,BR,2020-11-12 04:11:47,-24.01,-48.35,overcast clouds,65.34,96,100,1.81
275,Montepulciano,IT,2020-11-12 04:16:31,43.1,11.79,scattered clouds,54.0,85,36,3.29
276,Gondar,ET,2020-11-12 04:16:31,12.6,37.47,clear sky,55.78,54,0,7.16
277,Constitucion,CL,2020-11-12 04:16:32,-35.33,-72.42,broken clouds,52.34,90,81,7.56
278,Kidal,ML,2020-11-12 04:16:32,18.44,1.41,clear sky,68.14,25,0,11.59
279,Pimenta Bueno,BR,2020-11-12 04:13:52,-11.67,-61.19,overcast clouds,74.35,84,90,2.13
280,Sibolga,ID,2020-11-12 04:14:22,1.74,98.78,light rain,85.96,67,24,4.03
281,Nome,US,2020-11-12 04:16:34,64.5,-165.41,overcast clouds,33.8,98,90,4.43
282,Palana,RU,2020-11-12 04:16:34,59.12,159.97,overcast clouds,19.54,97,89,7.72
283,Roald,NO,2020-11-12 04:13:37,62.58,6.13,overcast clouds,53.6,71,100,8.05
284,Kaitangata,NZ,2020-11-12 04:12:25,-46.28,169.85,broken clouds,61.0,60,81,7.0
285,Fajardo,PR,2020-11-12 04:16:35,18.33,-65.65,moderate rain,77.0,100,90,4.7
286,Takoradi,GH,2020-11-12 04:16:36,4.88,-1.76,clear sky,78.03,84,0,4.45
287,Bandarbeyla,SO,2020-11-12 04:16:36,9.49,50.81,overcast clouds,76.24,78,100,16.17
288,Liverpool,GB,2020-11-12 04:16:36,53.41,-2.98,overcast clouds,52.0,87,99,16.11
289,Waipawa,NZ,2020-11-12 04:16:36,-41.41,175.52,few clouds,63.0,67,12,23.04
290,Sarakhs,IR,2020-11-12 04:16:36,36.54,61.16,overcast clouds,48.2,100,100,2.24
291,Najran,SA,2020-11-12 04:16:37,17.49,44.13,clear sky,59.0,47,0,3.36
292,Airai,TL,2020-11-12 04:16:37,-8.93,125.41,overcast clouds,81.75,44,95,3.56
293,Kavaratti,IN,2020-11-12 04:16:37,10.57,72.64,few clouds,84.2,66,20,4.7
294,Santiago,CL,2020-11-12 04:14:18,-33.46,-70.65,broken clouds,63.0,71,68,9.17
295,Tahe,CN,2020-11-12 04:16:38,52.33,124.73,light snow,19.02,94,100,6.87
296,Kachkanar,RU,2020-11-12 04:16:38,58.7,59.49,overcast clouds,21.92,93,100,9.22
297,Baturaja,ID,2020-11-12 04:16:38,-4.13,104.17,scattered clouds,91.69,49,31,4.54
298,Faya,SA,2020-11-12 04:16:38,18.39,42.45,clear sky,57.2,100,0,2.48
299,Alofi,NU,2020-11-12 04:16:39,-19.06,-169.92,scattered clouds,82.4,65,40,9.17
300,Atasu,KZ,2020-11-12 04:16:39,48.68,71.64,overcast clouds,31.48,95,100,23.89
301,Shubarshi,KZ,2020-11-12 04:16:39,48.59,57.19,few clouds,26.98,97,22,11.01
302,Yakeshi,CN,2020-11-12 04:16:39,49.28,120.73,overcast clouds,29.57,96,97,17.6
303,Nikolskoye,RU,2020-11-12 04:16:39,59.7,30.79,overcast clouds,42.8,93,90,6.71
304,Goderich,CA,2020-11-12 04:16:40,43.75,-81.72,clear sky,41.0,64,0,11.41
305,Bejar,ES,2020-11-12 04:16:40,40.39,-5.76,overcast clouds,48.99,84,100,1.88
306,Linxia,CN,2020-11-12 04:16:40,35.6,103.21,clear sky,50.86,48,0,3.06
307,Eregli,TR,2020-11-12 04:16:40,37.51,34.05,clear sky,40.82,82,0,1.32
308,Bikaner,IN,2020-11-12 04:15:05,28.02,73.3,scattered clouds,74.3,24,44,3.98
309,Guerrero Negro,MX,2020-11-12 04:16:41,27.98,-114.06,clear sky,62.17,63,0,9.78
310,Kununurra,AU,2020-11-12 04:15:37,-15.77,128.73,few clouds,107.6,23,16,17.22
311,Boguchany,RU,2020-11-12 04:11:44,58.38,97.45,overcast clouds,34.81,82,93,16.49
312,Omsukchan,RU,2020-11-12 04:16:41,62.53,155.8,overcast clouds,-14.66,84,100,4.65
313,Nioro,GM,2020-11-12 04:16:42,13.35,-15.75,clear sky,74.59,29,0,2.8
314,Haines Junction,CA,2020-11-12 04:16:42,60.75,-137.51,broken clouds,33.8,59,79,10.29
315,Tecoanapa,MX,2020-11-12 04:16:42,16.52,-98.75,clear sky,78.55,77,0,5.1
316,Toropets,RU,2020-11-12 04:16:42,56.5,31.64,overcast clouds,33.55,96,99,3.04
317,Molchanovo,RU,2020-11-12 04:16:42,57.58,83.77,overcast clouds,28.98,94,100,13.62
318,Inhambane,MZ,2020-11-12 04:16:43,-23.86,35.38,broken clouds,73.4,88,75,4.7
319,Teguise,ES,2020-11-12 04:16:43,29.06,-13.56,clear sky,66.2,88,0,3.36
320,Lorengau,PG,2020-11-12 04:16:43,-2.02,147.27,overcast clouds,86.05,63,95,6.58
321,Colquechaca,BO,2020-11-12 04:16:43,-18.67,-66.02,light rain,35.6,100,52,3.53
322,Alakurtti,RU,2020-11-12 04:16:44,66.97,30.35,overcast clouds,30.99,96,98,2.95
323,Klaksvik,FO,2020-11-12 04:16:44,62.23,-6.59,overcast clouds,41.0,86,100,13.87
324,Gisenyi,RW,2020-11-12 04:16:44,-1.7,29.26,light rain,64.0,79,100,3.76
325,Kavieng,PG,2020-11-12 04:12:52,-2.57,150.8,overcast clouds,84.7,70,100,6.76
326,Namatanai,PG,2020-11-12 04:16:45,-3.67,152.43,light rain,83.91,73,92,6.11
327,Morondava,MG,2020-11-12 04:16:45,-20.28,44.28,few clouds,77.86,75,11,6.26
328,Jalu,LY,2020-11-12 04:13:25,29.03,21.55,clear sky,58.01,77,0,4.45
329,Ishim,RU,2020-11-12 04:16:45,56.11,69.49,overcast clouds,22.5,97,92,6.22
330,Georgetown,MY,2020-11-12 04:16:45,5.41,100.34,few clouds,86.0,83,20,6.93
331,Ancud,CL,2020-11-12 04:13:08,-41.87,-73.82,scattered clouds,54.0,93,50,2.24
332,Masingbi,SL,2020-11-12 04:16:46,8.78,-11.95,clear sky,71.51,97,0,1.43
333,Lewistown,US,2020-11-12 04:16:46,40.6,-77.57,fog,64.99,100,100,2.64
334,Pathein,MM,2020-11-12 04:16:46,16.78,94.73,clear sky,82.85,72,0,11.68
335,Los Llanos De Aridane,ES,2020-11-12 04:12:48,28.66,-17.92,clear sky,68.0,77,0,3.36
336,Miandrivazo,MG,2020-11-12 04:16:47,-19.52,45.47,broken clouds,80.76,65,73,3.53
337,Jibuti,DJ,2020-11-12 04:16:47,11.5,42.5,haze,77.0,78,1,9.89
338,Forestville,US,2020-11-12 04:16:47,38.85,-76.88,moderate rain,70.0,100,90,5.82
339,Faanui,PF,2020-11-12 04:16:47,-16.48,-151.75,moderate rain,78.69,77,99,9.46
340,Coquimbo,CL,2020-11-12 04:11:48,-29.95,-71.34,few clouds,53.2,89,16,3.09
341,Ewo,CG,2020-11-12 04:16:48,-0.87,14.82,broken clouds,70.39,90,59,2.37
342,Cheremukhovo,RU,2020-11-12 04:16:48,60.35,59.99,overcast clouds,23.07,92,100,8.95
343,Torbay,CA,2020-11-12 04:16:48,47.67,-52.73,overcast clouds,46.99,93,90,14.99
344,Ulaangom,MN,2020-11-12 04:16:48,49.98,92.07,overcast clouds,32.32,85,96,3.67
345,Peterhead,GB,2020-11-12 04:16:49,57.51,-1.8,overcast clouds,51.8,93,90,21.92
346,Mahibadhoo,MV,2020-11-12 04:16:49,3.78,72.97,scattered clouds,82.69,74,34,7.99
347,Orlik,RU,2020-11-12 04:16:49,52.52,99.83,overcast clouds,20.7,78,99,2.73
348,Ust-Uda,RU,2020-11-12 04:16:49,54.17,103.03,broken clouds,29.7,92,62,9.4
349,Kabare,CD,2020-11-12 04:16:50,-2.47,28.82,overcast clouds,61.77,84,95,2.15
350,Ponta Delgada,PT,2020-11-12 04:16:50,37.73,-25.67,broken clouds,59.0,67,75,4.7
351,Meiganga,CM,2020-11-12 04:16:50,6.52,14.3,few clouds,66.63,53,13,3.2
352,Fredericksburg,US,2020-11-12 04:14:16,38.3,-77.46,moderate rain,70.0,100,40,5.82
353,Olafsvik,IS,2020-11-12 04:16:50,64.89,-23.71,light rain,37.76,89,100,13.33
354,Pevek,RU,2020-11-12 04:16:51,69.7,170.31,overcast clouds,16.99,95,100,14.32
355,Sinnamary,GF,2020-11-12 04:16:51,5.38,-52.95,light rain,78.28,89,100,12.95
356,Mount Gambier,AU,2020-11-12 04:16:51,-37.83,140.77,overcast clouds,62.6,72,90,18.34
357,Ligaya,PH,2020-11-12 04:16:51,12.66,120.89,moderate rain,81.18,84,100,15.59
358,Bangolo,CI,2020-11-12 04:16:52,7.01,-7.47,light rain,69.57,99,100,1.1
359,Jaciara,BR,2020-11-12 04:16:13,-15.97,-54.97,heavy intensity rain,72.48,88,100,3.6
360,Maragogi,BR,2020-11-12 04:15:34,-9.01,-35.22,light rain,75.29,84,29,9.24
361,Port-Gentil,GA,2020-11-12 04:16:53,-0.72,8.78,light rain,79.52,81,100,4.23
362,The Pas,CA,2020-11-12 04:16:54,53.83,-101.25,light snow,6.8,77,90,8.05
363,Aketi,CD,2020-11-12 04:16:54,2.74,23.78,overcast clouds,68.25,97,100,1.3
364,Tabas,IR,2020-11-12 04:16:54,33.6,56.92,scattered clouds,57.2,62,25,2.24
365,Bethel,US,2020-11-12 04:12:51,41.37,-73.41,overcast clouds,64.99,100,90,3.36
366,Nantucket,US,2020-11-12 04:16:55,41.28,-70.1,light rain,62.6,93,90,13.87
367,Provideniya,RU,2020-11-12 04:16:55,64.38,-173.3,light snow,30.2,92,90,4.47
368,Bontang,ID,2020-11-12 04:16:56,0.13,117.5,broken clouds,83.8,69,83,6.8
369,La Libertad,EC,2020-11-12 04:16:56,-2.23,-80.9,broken clouds,68.41,83,82,9.95
370,Saint Anthony,US,2020-11-12 04:15:19,45.02,-93.22,clear sky,33.8,96,1,6.93
371,Saquarema,BR,2020-11-12 04:16:56,-22.92,-42.51,light rain,72.86,94,100,6.98
372,Saint-Pierre,RE,2020-11-12 04:16:56,-21.34,55.48,few clouds,78.8,65,20,3.36
373,Zilair,RU,2020-11-12 04:16:57,52.23,57.44,overcast clouds,20.28,97,98,7.58
374,Ulladulla,AU,2020-11-12 04:14:25,-35.35,150.47,clear sky,80.6,47,0,9.17
375,Glens Falls,US,2020-11-12 04:12:32,43.31,-73.64,overcast clouds,66.0,93,90,6.93
376,Mareeba,AU,2020-11-12 04:16:57,-17.0,145.43,broken clouds,86.0,48,75,8.05
377,Zaoyang,CN,2020-11-12 04:16:57,32.13,112.75,clear sky,68.81,33,0,2.93
378,Mehamn,NO,2020-11-12 04:16:58,71.04,27.85,few clouds,41.79,71,18,10.22
379,Sao Sepe,BR,2020-11-12 04:16:58,-30.16,-53.57,clear sky,64.4,88,0,1.12
380,Peniche,PT,2020-11-12 04:16:58,39.36,-9.38,overcast clouds,59.0,85,100,1.01
381,Hay River,CA,2020-11-12 04:13:20,60.82,-115.8,clear sky,-2.2,70,0,9.17
382,Belyy Yar,RU,2020-11-12 04:16:58,53.6,91.39,few clouds,30.2,86,20,2.24
383,Leh,IN,2020-11-12 04:16:59,34.17,77.58,clear sky,34.41,63,0,2.75
384,Douglas,US,2020-11-12 04:16:43,41.3,-96.17,clear sky,37.99,80,1,7.16
385,Pacific Grove,US,2020-11-12 04:16:15,36.62,-121.92,broken clouds,53.01,87,75,5.26
386,Kautokeino,NO,2020-11-12 04:16:59,69.01,23.04,clear sky,21.63,95,0,8.75
387,Raudeberg,NO,2020-11-12 04:16:59,61.99,5.14,light intensity shower rain,55.0,76,100,19.46
388,Yashan,CN,2020-11-12 04:17:00,22.2,109.94,clear sky,77.65,37,0,9.73
389,Coihaique,CL,2020-11-12 04:17:00,-45.58,-72.07,broken clouds,53.6,76,75,2.24
390,Bugulma,RU,2020-11-12 04:17:00,54.55,52.8,overcast clouds,24.3,97,95,10.96
391,Cristobal Obregon,MX,2020-11-12 04:17:00,16.35,-93.53,clear sky,73.4,83,5,2.24
392,Avallon,FR,2020-11-12 04:17:01,47.48,3.9,overcast clouds,48.99,91,100,13.27
393,Bridlington,GB,2020-11-12 04:17:01,54.08,-0.19,light rain,51.8,81,100,9.17
394,Baruun-Urt,MN,2020-11-12 04:17:01,46.68,113.28,clear sky,36.32,61,0,9.15
395,Stavern,NO,2020-11-12 04:17:01,59.0,10.03,heavy intensity drizzle,46.0,100,90,10.29
396,Kudahuvadhoo,MV,2020-11-12 04:15:41,2.67,72.89,light rain,83.16,73,81,8.3
397,Tutoia,BR,2020-11-12 04:17:02,-2.76,-42.27,light rain,80.89,79,43,13.4
398,Salinopolis,BR,2020-11-12 04:17:02,-0.61,-47.36,light rain,78.53,86,100,8.93
399,Cap Malheureux,MU,2020-11-12 04:17:02,-19.98,57.61,light rain,80.01,65,10,5.01
400,Sambava,MG,2020-11-12 04:12:43,-14.27,50.17,scattered clouds,75.15,72,43,6.73
401,Alta Floresta,BR,2020-11-12 04:17:03,-9.88,-56.09,clear sky,74.59,71,9,0.78
402,Thap Khlo,TH,2020-11-12 04:17:03,16.16,100.6,broken clouds,80.62,66,71,1.41
403,Havre-Saint-Pierre,CA,2020-11-12 04:17:03,50.23,-63.6,overcast clouds,46.4,87,90,5.82
404,Huarmey,PE,2020-11-12 04:17:03,-10.07,-78.15,overcast clouds,62.44,85,90,5.64
405,Ahipara,NZ,2020-11-12 04:17:04,-35.17,173.17,scattered clouds,63.52,62,45,8.46
406,Mayumba,GA,2020-11-12 04:17:04,-3.43,10.66,moderate rain,77.92,88,99,5.06
407,Bac Lieu,VN,2020-11-12 04:17:04,9.29,105.72,light rain,83.46,77,99,14.94
408,San Ramon,US,2020-11-12 04:15:45,37.78,-121.98,clear sky,51.01,66,1,4.7
409,Maceio,BR,2020-11-12 04:14:54,-9.67,-35.74,few clouds,69.8,94,20,4.7
410,Tatawin,TN,2020-11-12 04:17:05,32.93,10.45,clear sky,55.4,82,0,1.48
411,Adjumani,UG,2020-11-12 04:17:05,3.38,31.79,scattered clouds,65.98,95,45,1.3
412,Belaya Gora,RU,2020-11-12 04:12:08,68.53,146.42,clear sky,-20.58,88,1,2.26
413,Nipawin,CA,2020-11-12 04:17:05,53.37,-104.0,scattered clouds,3.2,84,40,12.75
414,Tecpan,GT,2020-11-12 04:17:05,14.76,-90.99,mist,66.2,88,75,2.24
415,Zawiercie,PL,2020-11-12 04:17:05,50.49,19.42,overcast clouds,39.99,94,100,1.01
416,Mandalgovi,MN,2020-11-12 04:17:06,45.76,106.27,scattered clouds,33.57,71,38,11.99
417,Camacha,PT,2020-11-12 04:17:06,33.08,-16.33,few clouds,64.4,77,20,4.81
418,Vera Cruz,BR,2020-11-12 04:12:49,-12.63,-41.03,few clouds,67.33,85,16,3.04
419,Lensk,RU,2020-11-12 04:17:06,60.73,114.93,light snow,25.47,95,100,12.26
420,Namibe,AO,2020-11-12 04:13:31,-15.2,12.15,few clouds,70.75,83,14,3.56
421,Abu Samrah,SY,2020-11-12 04:17:07,35.3,37.18,scattered clouds,59.97,68,46,3.65
422,San Felipe,VE,2020-11-12 04:17:07,10.34,-68.74,moderate rain,73.24,93,99,0.92
423,Tromso,NO,2020-11-12 04:14:06,69.65,18.96,clear sky,39.0,93,0,26.4
424,Basco,PH,2020-11-12 04:17:07,20.45,121.97,heavy intensity rain,79.12,85,100,28.86
425,Sur,OM,2020-11-12 04:14:55,22.57,59.53,clear sky,77.49,53,0,3.74
426,Banja Luka,BA,2020-11-12 04:16:26,44.78,17.19,overcast clouds,42.8,100,90,3.36
427,Wewak,PG,2020-11-12 04:17:08,-3.55,143.63,overcast clouds,79.93,82,100,6.93
428,Gunjur,GM,2020-11-12 04:17:08,13.2,-16.73,clear sky,73.4,100,0,0.65
429,Savannah Bight,HN,2020-11-12 04:17:08,16.45,-85.85,broken clouds,81.9,68,53,0.58
430,Ichinohe,JP,2020-11-12 04:17:09,40.21,141.3,few clouds,50.0,46,20,4.7
431,Nuuk,GL,2020-11-12 04:14:10,64.18,-51.72,broken clouds,16.56,89,82,6.69
432,Ondjiva,AO,2020-11-12 04:17:09,-17.07,15.73,overcast clouds,72.36,53,89,6.62
433,Vao,NC,2020-11-12 04:17:09,-22.67,167.48,few clouds,72.19,85,19,17.69
434,Lata,PT,2020-11-12 04:17:09,40.16,-8.33,overcast clouds,59.0,91,100,2.75
435,Staroutkinsk,RU,2020-11-12 04:17:10,57.23,59.33,overcast clouds,20.73,96,100,9.33
436,Kuvandyk,RU,2020-11-12 04:17:10,51.48,57.36,overcast clouds,25.74,96,96,10.09
437,Cambridge,CA,2020-11-12 04:12:37,43.36,-80.31,overcast clouds,39.99,75,90,14.99
438,Chake Chake,TZ,2020-11-12 04:17:10,-5.25,39.77,moderate rain,77.97,86,98,8.79
439,Husavik,IS,2020-11-12 04:17:11,66.04,-17.34,clear sky,26.6,79,0,5.82
440,Abrau-Dyurso,RU,2020-11-12 04:17:11,44.69,37.59,broken clouds,35.6,69,53,17.9
441,Palembang,ID,2020-11-12 04:17:11,-2.92,104.75,scattered clouds,89.6,62,40,9.17
442,Abha,SA,2020-11-12 04:17:11,18.22,42.51,clear sky,57.2,100,0,2.59
443,Kopervik,NO,2020-11-12 04:17:12,59.28,5.31,light rain,50.0,71,100,21.92
444,Galveston,US,2020-11-12 04:12:51,29.37,-94.97,clear sky,73.99,64,1,10.29
445,Kota Bahru,MY,2020-11-12 04:17:12,6.13,102.24,moderate rain,77.0,94,20,3.36
446,Tocopilla,CL,2020-11-12 04:17:13,-22.09,-70.2,clear sky,60.58,61,8,2.95
447,San Ignacio,BZ,2020-11-12 04:17:13,17.16,-89.07,mist,73.4,94,5,1.66
448,Clinton,US,2020-11-12 04:17:14,42.59,-82.92,broken clouds,39.0,67,75,3.36
449,Yeppoon,AU,2020-11-12 04:17:14,-23.13,150.73,clear sky,84.2,28,0,9.17
450,Tashla,RU,2020-11-12 04:17:14,51.77,52.74,clear sky,25.5,97,2,8.75
451,San Juan De Uraba,CO,2020-11-12 04:17:15,8.76,-76.53,overcast clouds,77.11,83,96,4.65
452,Vershino-Darasunskiy,RU,2020-11-12 04:17:15,52.35,115.52,clear sky,28.13,82,0,7.65
453,Abdanan,IR,2020-11-12 04:17:15,32.99,47.42,overcast clouds,59.16,62,89,2.17
454,Ballina,AU,2020-11-12 04:17:15,-28.87,153.57,scattered clouds,82.0,57,25,21.92
455,Panguna,PG,2020-11-12 04:17:16,-6.32,155.48,moderate rain,77.25,89,89,2.57
456,Chaumont,FR,2020-11-12 04:17:16,48.12,5.13,overcast clouds,46.0,91,100,11.03
457,Touros,BR,2020-11-12 04:14:22,-5.2,-35.46,scattered clouds,75.2,83,40,3.36
458,Sitka,US,2020-11-12 04:17:16,57.05,-135.33,moderate rain,41.0,80,90,17.22
459,Chenzhou,CN,2020-11-12 04:17:16,25.8,113.03,clear sky,70.93,40,0,5.1
460,La Ronge,CA,2020-11-12 04:12:44,55.1,-105.28,overcast clouds,-11.2,76,89,5.82
461,Mackay,AU,2020-11-12 04:17:17,-21.15,149.2,clear sky,82.4,48,4,14.99
462,Neya,RU,2020-11-12 04:17:17,58.3,43.87,overcast clouds,29.25,94,95,9.33
463,Broome,US,2020-11-12 04:17:17,42.25,-75.83,overcast clouds,55.0,76,90,9.17
464,Geraldton,AU,2020-11-12 04:17:17,-28.77,114.6,clear sky,71.6,46,0,13.87
465,Oranjestad,AW,2020-11-12 04:17:18,12.52,-70.03,few clouds,82.4,83,20,8.05
466,Ambagarh Chauki,IN,2020-11-12 04:17:18,20.78,80.72,broken clouds,78.04,69,62,11.45
467,Darab,IR,2020-11-12 04:17:18,28.75,54.54,broken clouds,64.53,43,84,2.35
468,Manacapuru,BR,2020-11-12 04:17:18,-3.3,-60.62,clear sky,75.2,94,0,2.24
469,Taltal,CL,2020-11-12 04:17:19,-25.4,-70.48,clear sky,57.45,75,0,1.01
470,Rosarito,MX,2020-11-12 04:17:19,32.33,-117.03,clear sky,53.6,87,1,3.36
471,Mahebourg,MU,2020-11-12 04:17:19,-20.41,57.7,scattered clouds,77.0,73,40,10.29
472,Wawa,NG,2020-11-12 04:17:19,9.9,4.42,clear sky,73.63,47,0,4.79
473,Fuerte Olimpo,PY,2020-11-12 04:17:19,-21.04,-57.87,moderate rain,72.77,90,68,3.56
474,Mongo,TD,2020-11-12 04:17:20,12.18,18.69,broken clouds,76.87,36,52,1.68
475,Fujin,CN,2020-11-12 04:17:20,47.26,132.03,clear sky,46.29,63,7,11.54
476,Shalinskoye,RU,2020-11-12 04:17:20,55.72,93.76,scattered clouds,34.95,80,36,16.46
477,Patea,NZ,2020-11-12 04:17:20,-39.76,174.48,clear sky,64.99,82,0,4.0
478,The Valley,AI,2020-11-12 04:13:15,18.22,-63.06,few clouds,77.0,83,20,11.41
479,Boddam,GB,2020-11-12 04:17:21,57.47,-1.78,overcast clouds,51.8,93,90,21.92
480,Pontianak,ID,2020-11-12 04:17:21,-0.03,109.33,overcast clouds,87.3,65,88,4.16
481,Ponta Grossa,BR,2020-11-12 04:17:21,-25.09,-50.16,broken clouds,60.62,99,74,3.2
482,Idah,NG,2020-11-12 04:17:21,7.11,6.73,broken clouds,73.89,77,81,1.21
483,Tabou,CI,2020-11-12 04:17:21,4.42,-7.35,light rain,77.67,87,65,5.39
484,Jiangyou,CN,2020-11-12 04:16:43,31.77,104.72,overcast clouds,67.42,51,95,3.06
485,Itarema,BR,2020-11-12 04:13:28,-2.92,-39.92,scattered clouds,80.08,78,27,16.4
486,Sheltozero,RU,2020-11-12 04:17:22,61.37,35.37,clear sky,32.04,96,2,7.74
487,Houma,US,2020-11-12 04:17:22,29.6,-90.72,clear sky,73.99,94,1,6.93
488,Ushtobe,KZ,2020-11-12 04:17:22,45.25,77.98,light rain,47.07,53,100,8.39
489,Pingyi,CN,2020-11-12 04:17:23,35.5,117.63,clear sky,65.28,42,2,8.25
490,Fort Nelson,CA,2020-11-12 04:17:23,58.81,-122.7,broken clouds,-0.4,84,75,2.24
491,Bucerias,MX,2020-11-12 04:17:23,20.75,-105.33,overcast clouds,79.0,74,90,3.36
492,Tambovka,RU,2020-11-12 04:17:23,50.1,128.05,moderate rain,19.4,92,75,8.95
493,Ugoofaaru,MV,2020-11-12 04:17:24,5.67,73.0,clear sky,82.45,74,0,8.39
494,Taga,RO,2020-11-12 04:17:24,46.95,24.05,overcast clouds,39.2,93,90,3.36
495,Vysokogornyy,RU,2020-11-12 04:17:24,50.12,139.15,overcast clouds,35.76,81,93,4.18
496,Masvingo,ZW,2020-11-12 04:17:24,-20.06,30.83,overcast clouds,64.08,86,100,9.22
497,Tchollire,CM,2020-11-12 04:17:24,8.4,14.17,clear sky,71.29,48,1,2.28
498,Calahorra,ES,2020-11-12 04:17:25,42.31,-1.97,mist,48.2,100,90,1.12
499,Kunya,NG,2020-11-12 04:17:25,12.22,8.53,overcast clouds,60.8,67,98,1.12
500,Makubetsu,JP,2020-11-12 04:17:25,45.37,141.82,broken clouds,48.2,70,75,17.22
